#    L    TT             EE             BB             TE             PP             TP             EP          
  1281   0.683257E+03   0.296753E+02   0.511791E-04  -0.134071E+02   0.362504E-08   0.138981E-05  -0.308828E-06
  1282   0.681178E+03   0.297590E+02   0.510528E-04  -0.141746E+02   0.362005E-08   0.140100E-05  -0.309649E-06
  1283   0.679164E+03   0.298392E+02   0.509272E-04  -0.149467E+02   0.361506E-08   0.141213E-05  -0.310433E-06
  1284   0.677221E+03   0.299151E+02   0.508024E-04  -0.157231E+02   0.361009E-08   0.142319E-05  -0.311179E-06
  1285   0.675335E+03   0.299875E+02   0.506784E-04  -0.165026E+02   0.360513E-08   0.143420E-05  -0.311887E-06
  1286   0.673522E+03   0.300549E+02   0.505553E-04  -0.172858E+02   0.360018E-08   0.144515E-05  -0.312559E-06
  1287   0.671781E+03   0.301188E+02   0.504330E-04  -0.180713E+02   0.359523E-08   0.145603E-05  -0.313192E-06
  1288   0.670113E+03   0.301785E+02   0.503117E-04  -0.188605E+02   0.359030E-08   0.146684E-05  -0.313789E-06
  1289   0.668509E+03   0.302346E+02   0.501913E-04  -0.196506E+02   0.358538E-08   0.147760E-05  -0.314348E-06
  1290   0.666971E+03   0.302858E+02   0.500718E-04  -0.204438E+02   0.358046E-08   0.148828E-05  -0.314870E-06
  1291   0.665505E+03   0.303334E+02   0.499533E-04  -0.212386E+02   0.357556E-08   0.149889E-05  -0.315354E-06
  1292   0.664104E+03   0.303753E+02   0.498358E-04  -0.220351E+02   0.357067E-08   0.150944E-05  -0.315801E-06
  1293   0.662769E+03   0.304151E+02   0.497193E-04  -0.228331E+02   0.356579E-08   0.151991E-05  -0.316211E-06
  1294   0.661514E+03   0.304500E+02   0.496039E-04  -0.236292E+02   0.356091E-08   0.153031E-05  -0.316584E-06
  1295   0.660316E+03   0.304806E+02   0.494896E-04  -0.244276E+02   0.355605E-08   0.154064E-05  -0.316920E-06
  1296   0.659185E+03   0.305076E+02   0.493764E-04  -0.252240E+02   0.355120E-08   0.155089E-05  -0.317219E-06
  1297   0.658126E+03   0.305304E+02   0.492643E-04  -0.260215E+02   0.354635E-08   0.156106E-05  -0.317480E-06
  1298   0.657133E+03   0.305489E+02   0.491533E-04  -0.268176E+02   0.354152E-08   0.157116E-05  -0.317705E-06
  1299   0.656198E+03   0.305632E+02   0.490436E-04  -0.276133E+02   0.353670E-08   0.158118E-05  -0.317893E-06
  1300   0.655344E+03   0.305724E+02   0.489350E-04  -0.284071E+02   0.353188E-08   0.159112E-05  -0.318043E-06
  1301   0.654556E+03   0.305789E+02   0.488277E-04  -0.291989E+02   0.352708E-08   0.160097E-05  -0.318157E-06
  1302   0.653827E+03   0.305803E+02   0.487216E-04  -0.299881E+02   0.352228E-08   0.161074E-05  -0.318234E-06
  1303   0.653163E+03   0.305774E+02   0.486167E-04  -0.307761E+02   0.351750E-08   0.162043E-05  -0.318274E-06
  1304   0.652566E+03   0.305710E+02   0.485129E-04  -0.315606E+02   0.351272E-08   0.163004E-05  -0.318279E-06
  1305   0.652034E+03   0.305595E+02   0.484102E-04  -0.323433E+02   0.350796E-08   0.163956E-05  -0.318247E-06
  1306   0.651555E+03   0.305453E+02   0.483087E-04  -0.331210E+02   0.350320E-08   0.164900E-05  -0.318179E-06
  1307   0.651156E+03   0.305259E+02   0.482082E-04  -0.338945E+02   0.349845E-08   0.165835E-05  -0.318076E-06
  1308   0.650817E+03   0.305023E+02   0.481087E-04  -0.346661E+02   0.349372E-08   0.166761E-05  -0.317937E-06
  1309   0.650529E+03   0.304736E+02   0.480103E-04  -0.354313E+02   0.348899E-08   0.167678E-05  -0.317764E-06
  1310   0.650316E+03   0.304421E+02   0.479129E-04  -0.361931E+02   0.348427E-08   0.168587E-05  -0.317555E-06
  1311   0.650154E+03   0.304062E+02   0.478164E-04  -0.369492E+02   0.347956E-08   0.169486E-05  -0.317312E-06
  1312   0.650081E+03   0.303668E+02   0.477208E-04  -0.376996E+02   0.347486E-08   0.170377E-05  -0.317034E-06
  1313   0.650046E+03   0.303223E+02   0.476262E-04  -0.384451E+02   0.347017E-08   0.171259E-05  -0.316722E-06
  1314   0.650078E+03   0.302742E+02   0.475324E-04  -0.391834E+02   0.346549E-08   0.172131E-05  -0.316375E-06
  1315   0.650162E+03   0.302225E+02   0.474395E-04  -0.399161E+02   0.346082E-08   0.172994E-05  -0.315995E-06
  1316   0.650313E+03   0.301657E+02   0.473474E-04  -0.406416E+02   0.345616E-08   0.173848E-05  -0.315582E-06
  1317   0.650524E+03   0.301068E+02   0.472560E-04  -0.413606E+02   0.345150E-08   0.174692E-05  -0.315135E-06
  1318   0.650780E+03   0.300420E+02   0.471655E-04  -0.420718E+02   0.344686E-08   0.175527E-05  -0.314655E-06
  1319   0.651096E+03   0.299736E+02   0.470757E-04  -0.427765E+02   0.344223E-08   0.176353E-05  -0.314141E-06
  1320   0.651465E+03   0.299016E+02   0.469866E-04  -0.434726E+02   0.343760E-08   0.177169E-05  -0.313596E-06
  1321   0.651887E+03   0.298267E+02   0.468982E-04  -0.441614E+02   0.343298E-08   0.177975E-05  -0.313017E-06
  1322   0.652369E+03   0.297459E+02   0.468104E-04  -0.448409E+02   0.342838E-08   0.178772E-05  -0.312407E-06
  1323   0.652903E+03   0.296622E+02   0.467233E-04  -0.455117E+02   0.342378E-08   0.179558E-05  -0.311764E-06
  1324   0.653491E+03   0.295749E+02   0.466368E-04  -0.461746E+02   0.341919E-08   0.180335E-05  -0.311090E-06
  1325   0.654125E+03   0.294839E+02   0.465509E-04  -0.468273E+02   0.341461E-08   0.181102E-05  -0.310384E-06
  1326   0.654819E+03   0.293893E+02   0.464655E-04  -0.474713E+02   0.341004E-08   0.181858E-05  -0.309646E-06
  1327   0.655544E+03   0.292918E+02   0.463806E-04  -0.481059E+02   0.340548E-08   0.182605E-05  -0.308878E-06
  1328   0.656338E+03   0.291906E+02   0.462962E-04  -0.487288E+02   0.340092E-08   0.183341E-05  -0.308078E-06
  1329   0.657170E+03   0.290849E+02   0.462123E-04  -0.493430E+02   0.339638E-08   0.184067E-05  -0.307248E-06
  1330   0.658048E+03   0.289757E+02   0.461288E-04  -0.499464E+02   0.339184E-08   0.184783E-05  -0.306387E-06
  1331   0.658980E+03   0.288634E+02   0.460457E-04  -0.505388E+02   0.338732E-08   0.185488E-05  -0.305496E-06
  1332   0.659944E+03   0.287475E+02   0.459630E-04  -0.511210E+02   0.338280E-08   0.186183E-05  -0.304575E-06
  1333   0.660961E+03   0.286279E+02   0.458807E-04  -0.516908E+02   0.337829E-08   0.186867E-05  -0.303625E-06
  1334   0.662017E+03   0.285061E+02   0.457987E-04  -0.522504E+02   0.337379E-08   0.187541E-05  -0.302644E-06
  1335   0.663113E+03   0.283798E+02   0.457169E-04  -0.527983E+02   0.336930E-08   0.188204E-05  -0.301634E-06
  1336   0.664255E+03   0.282514E+02   0.456355E-04  -0.533331E+02   0.336482E-08   0.188856E-05  -0.300595E-06
  1337   0.665437E+03   0.281184E+02   0.455543E-04  -0.538570E+02   0.336034E-08   0.189497E-05  -0.299527E-06
  1338   0.666650E+03   0.279833E+02   0.454733E-04  -0.543684E+02   0.335588E-08   0.190127E-05  -0.298431E-06
  1339   0.667910E+03   0.278444E+02   0.453925E-04  -0.548681E+02   0.335142E-08   0.190746E-05  -0.297306E-06
  1340   0.669203E+03   0.277033E+02   0.453119E-04  -0.553561E+02   0.334698E-08   0.191354E-05  -0.296152E-06
  1341   0.670528E+03   0.275599E+02   0.452314E-04  -0.558302E+02   0.334254E-08   0.191951E-05  -0.294971E-06
  1342   0.671885E+03   0.274129E+02   0.451510E-04  -0.562919E+02   0.333811E-08   0.192537E-05  -0.293762E-06
  1343   0.673282E+03   0.272628E+02   0.450707E-04  -0.567404E+02   0.333368E-08   0.193111E-05  -0.292525E-06
  1344   0.674712E+03   0.271097E+02   0.449904E-04  -0.571757E+02   0.332927E-08   0.193674E-05  -0.291261E-06
  1345   0.676159E+03   0.269551E+02   0.449102E-04  -0.575970E+02   0.332486E-08   0.194225E-05  -0.289969E-06
  1346   0.677646E+03   0.267967E+02   0.448299E-04  -0.580067E+02   0.332047E-08   0.194765E-05  -0.288651E-06
  1347   0.679167E+03   0.266361E+02   0.447497E-04  -0.584016E+02   0.331608E-08   0.195293E-05  -0.287306E-06
  1348   0.680705E+03   0.264732E+02   0.446693E-04  -0.587827E+02   0.331170E-08   0.195809E-05  -0.285935E-06
  1349   0.682283E+03   0.263065E+02   0.445889E-04  -0.591497E+02   0.330733E-08   0.196314E-05  -0.284537E-06
  1350   0.683873E+03   0.261390E+02   0.445084E-04  -0.595029E+02   0.330297E-08   0.196807E-05  -0.283113E-06
  1351   0.685495E+03   0.259685E+02   0.444277E-04  -0.598421E+02   0.329861E-08   0.197288E-05  -0.281663E-06
  1352   0.687129E+03   0.257957E+02   0.443469E-04  -0.601665E+02   0.329427E-08   0.197757E-05  -0.280188E-06
  1353   0.688795E+03   0.256221E+02   0.442660E-04  -0.604770E+02   0.328993E-08   0.198214E-05  -0.278688E-06
  1354   0.690473E+03   0.254454E+02   0.441849E-04  -0.607735E+02   0.328560E-08   0.198659E-05  -0.277163E-06
  1355   0.692183E+03   0.252665E+02   0.441037E-04  -0.610552E+02   0.328128E-08   0.199093E-05  -0.275613E-06
  1356   0.693912E+03   0.250867E+02   0.440223E-04  -0.613236E+02   0.327696E-08   0.199514E-05  -0.274039E-06
  1357   0.695652E+03   0.249038E+02   0.439408E-04  -0.615757E+02   0.327266E-08   0.199924E-05  -0.272441E-06
  1358   0.697396E+03   0.247194E+02   0.438591E-04  -0.618115E+02   0.326836E-08   0.200322E-05  -0.270819E-06
  1359   0.699157E+03   0.245334E+02   0.437773E-04  -0.620347E+02   0.326407E-08   0.200708E-05  -0.269174E-06
  1360   0.700915E+03   0.243473E+02   0.436953E-04  -0.622416E+02   0.325979E-08   0.201082E-05  -0.267506E-06
  1361   0.702707E+03   0.241574E+02   0.436132E-04  -0.624343E+02   0.325552E-08   0.201444E-05  -0.265816E-06
  1362   0.704486E+03   0.239667E+02   0.435310E-04  -0.626106E+02   0.325125E-08   0.201795E-05  -0.264103E-06
  1363   0.706285E+03   0.237744E+02   0.434486E-04  -0.627743E+02   0.324700E-08   0.202134E-05  -0.262368E-06
  1364   0.708065E+03   0.235812E+02   0.433660E-04  -0.629208E+02   0.324275E-08   0.202461E-05  -0.260611E-06
  1365   0.709937E+03   0.233864E+02   0.432833E-04  -0.630515E+02   0.323851E-08   0.202776E-05  -0.258833E-06
  1366   0.711739E+03   0.231901E+02   0.432005E-04  -0.631688E+02   0.323427E-08   0.203080E-05  -0.257034E-06
  1367   0.713544E+03   0.229921E+02   0.431175E-04  -0.632704E+02   0.323005E-08   0.203372E-05  -0.255213E-06
  1368   0.715428E+03   0.227948E+02   0.430343E-04  -0.633562E+02   0.322583E-08   0.203652E-05  -0.253373E-06
  1369   0.717241E+03   0.225951E+02   0.429510E-04  -0.634263E+02   0.322162E-08   0.203921E-05  -0.251512E-06
  1370   0.719057E+03   0.223952E+02   0.428676E-04  -0.634820E+02   0.321742E-08   0.204178E-05  -0.249631E-06
  1371   0.720878E+03   0.221946E+02   0.427840E-04  -0.635220E+02   0.321323E-08   0.204423E-05  -0.247731E-06
  1372   0.722702E+03   0.219930E+02   0.427002E-04  -0.635468E+02   0.320905E-08   0.204657E-05  -0.245812E-06
  1373   0.724529E+03   0.217913E+02   0.426163E-04  -0.635566E+02   0.320487E-08   0.204879E-05  -0.243873E-06
  1374   0.726361E+03   0.215887E+02   0.425322E-04  -0.635505E+02   0.320070E-08   0.205089E-05  -0.241916E-06
  1375   0.728196E+03   0.213853E+02   0.424480E-04  -0.635300E+02   0.319654E-08   0.205288E-05  -0.239941E-06
  1376   0.730035E+03   0.211817E+02   0.423636E-04  -0.634936E+02   0.319238E-08   0.205475E-05  -0.237948E-06
  1377   0.731878E+03   0.209787E+02   0.422791E-04  -0.634427E+02   0.318824E-08   0.205651E-05  -0.235937E-06
  1378   0.733725E+03   0.207733E+02   0.421944E-04  -0.633767E+02   0.318410E-08   0.205815E-05  -0.233909E-06
  1379   0.735501E+03   0.205700E+02   0.421096E-04  -0.632955E+02   0.317997E-08   0.205968E-05  -0.231864E-06
  1380   0.737281E+03   0.203643E+02   0.420246E-04  -0.631998E+02   0.317585E-08   0.206109E-05  -0.229802E-06
  1381   0.739065E+03   0.201599E+02   0.419394E-04  -0.630880E+02   0.317173E-08   0.206238E-05  -0.227723E-06
  1382   0.740704E+03   0.199553E+02   0.418541E-04  -0.629610E+02   0.316762E-08   0.206357E-05  -0.225629E-06
  1383   0.742496E+03   0.197506E+02   0.417686E-04  -0.628203E+02   0.316352E-08   0.206463E-05  -0.223518E-06
  1384   0.744143E+03   0.195465E+02   0.416830E-04  -0.626642E+02   0.315943E-08   0.206558E-05  -0.221392E-06
  1385   0.745794E+03   0.193422E+02   0.415972E-04  -0.624935E+02   0.315535E-08   0.206642E-05  -0.219252E-06
  1386   0.747448E+03   0.191385E+02   0.415112E-04  -0.623082E+02   0.315127E-08   0.206714E-05  -0.217096E-06
  1387   0.749033E+03   0.189353E+02   0.414251E-04  -0.621083E+02   0.314720E-08   0.206775E-05  -0.214925E-06
  1388   0.750770E+03   0.187319E+02   0.413388E-04  -0.618946E+02   0.314314E-08   0.206825E-05  -0.212741E-06
  1389   0.752362E+03   0.185292E+02   0.412524E-04  -0.616654E+02   0.313908E-08   0.206863E-05  -0.210542E-06
  1390   0.753885E+03   0.183276E+02   0.411657E-04  -0.614238E+02   0.313503E-08   0.206890E-05  -0.208330E-06
  1391   0.755485E+03   0.181267E+02   0.410790E-04  -0.611675E+02   0.313099E-08   0.206905E-05  -0.206105E-06
  1392   0.757015E+03   0.179263E+02   0.409920E-04  -0.608972E+02   0.312696E-08   0.206909E-05  -0.203867E-06
  1393   0.758549E+03   0.177272E+02   0.409049E-04  -0.606129E+02   0.312294E-08   0.206902E-05  -0.201616E-06
  1394   0.760013E+03   0.175286E+02   0.408176E-04  -0.603161E+02   0.311892E-08   0.206883E-05  -0.199353E-06
  1395   0.761481E+03   0.173306E+02   0.407302E-04  -0.600046E+02   0.311491E-08   0.206853E-05  -0.197077E-06
  1396   0.762954E+03   0.171345E+02   0.406426E-04  -0.596812E+02   0.311090E-08   0.206812E-05  -0.194790E-06
  1397   0.764356E+03   0.169390E+02   0.405548E-04  -0.593438E+02   0.310691E-08   0.206759E-05  -0.192492E-06
  1398   0.765687E+03   0.167441E+02   0.404669E-04  -0.589930E+02   0.310292E-08   0.206696E-05  -0.190183E-06
  1399   0.767023E+03   0.165519E+02   0.403788E-04  -0.586297E+02   0.309894E-08   0.206621E-05  -0.187862E-06
  1400   0.768363E+03   0.163602E+02   0.402905E-04  -0.582537E+02   0.309497E-08   0.206534E-05  -0.185532E-06
  1401   0.769633E+03   0.161690E+02   0.402020E-04  -0.578650E+02   0.309100E-08   0.206437E-05  -0.183191E-06
  1402   0.770907E+03   0.159806E+02   0.401134E-04  -0.574645E+02   0.308704E-08   0.206328E-05  -0.180840E-06
  1403   0.772111E+03   0.157935E+02   0.400247E-04  -0.570512E+02   0.308309E-08   0.206209E-05  -0.178480E-06
  1404   0.773244E+03   0.156083E+02   0.399358E-04  -0.566260E+02   0.307914E-08   0.206078E-05  -0.176111E-06
  1405   0.774456E+03   0.154237E+02   0.398469E-04  -0.561889E+02   0.307520E-08   0.205936E-05  -0.173732E-06
  1406   0.775523E+03   0.152418E+02   0.397578E-04  -0.557412E+02   0.307127E-08   0.205783E-05  -0.171345E-06
  1407   0.776519E+03   0.150612E+02   0.396686E-04  -0.552815E+02   0.306735E-08   0.205620E-05  -0.168949E-06
  1408   0.777668E+03   0.148819E+02   0.395794E-04  -0.548106E+02   0.306343E-08   0.205445E-05  -0.166545E-06
  1409   0.778598E+03   0.147053E+02   0.394902E-04  -0.543283E+02   0.305952E-08   0.205260E-05  -0.164133E-06
  1410   0.779605E+03   0.145300E+02   0.394009E-04  -0.538363E+02   0.305562E-08   0.205064E-05  -0.161713E-06
  1411   0.780542E+03   0.143567E+02   0.393116E-04  -0.533329E+02   0.305172E-08   0.204858E-05  -0.159286E-06
  1412   0.781409E+03   0.141862E+02   0.392223E-04  -0.528190E+02   0.304783E-08   0.204641E-05  -0.156852E-06
  1413   0.782130E+03   0.140177E+02   0.391330E-04  -0.522951E+02   0.304395E-08   0.204413E-05  -0.154411E-06
  1414   0.782929E+03   0.138512E+02   0.390437E-04  -0.517607E+02   0.304008E-08   0.204175E-05  -0.151963E-06
  1415   0.783657E+03   0.136867E+02   0.389545E-04  -0.512171E+02   0.303621E-08   0.203926E-05  -0.149509E-06
  1416   0.784388E+03   0.135250E+02   0.388654E-04  -0.506643E+02   0.303235E-08   0.203668E-05  -0.147049E-06
  1417   0.784974E+03   0.133646E+02   0.387763E-04  -0.501030E+02   0.302849E-08   0.203398E-05  -0.144584E-06
  1418   0.785563E+03   0.132069E+02   0.386873E-04  -0.495311E+02   0.302465E-08   0.203119E-05  -0.142112E-06
  1419   0.786081E+03   0.130521E+02   0.385984E-04  -0.489515E+02   0.302081E-08   0.202829E-05  -0.139636E-06
  1420   0.786602E+03   0.128999E+02   0.385097E-04  -0.483633E+02   0.301697E-08   0.202530E-05  -0.137155E-06
  1421   0.787052E+03   0.127499E+02   0.384211E-04  -0.477667E+02   0.301315E-08   0.202220E-05  -0.134669E-06
  1422   0.787505E+03   0.126025E+02   0.383326E-04  -0.471622E+02   0.300933E-08   0.201900E-05  -0.132179E-06
  1423   0.787812E+03   0.124580E+02   0.382443E-04  -0.465500E+02   0.300552E-08   0.201570E-05  -0.129685E-06
  1424   0.788197E+03   0.123163E+02   0.381562E-04  -0.459299E+02   0.300171E-08   0.201231E-05  -0.127186E-06
  1425   0.788435E+03   0.121773E+02   0.380683E-04  -0.453028E+02   0.299791E-08   0.200881E-05  -0.124685E-06
  1426   0.788603E+03   0.120411E+02   0.379806E-04  -0.446686E+02   0.299412E-08   0.200522E-05  -0.122180E-06
  1427   0.788847E+03   0.119076E+02   0.378931E-04  -0.440272E+02   0.299033E-08   0.200153E-05  -0.119672E-06
  1428   0.788945E+03   0.117763E+02   0.378059E-04  -0.433802E+02   0.298655E-08   0.199774E-05  -0.117161E-06
  1429   0.788972E+03   0.116491E+02   0.377189E-04  -0.427253E+02   0.298278E-08   0.199386E-05  -0.114648E-06
  1430   0.789001E+03   0.115241E+02   0.376322E-04  -0.420662E+02   0.297901E-08   0.198988E-05  -0.112133E-06
  1431   0.788958E+03   0.114018E+02   0.375458E-04  -0.413999E+02   0.297526E-08   0.198581E-05  -0.109616E-06
  1432   0.788844E+03   0.112830E+02   0.374598E-04  -0.407287E+02   0.297150E-08   0.198164E-05  -0.107097E-06
  1433   0.788806E+03   0.111670E+02   0.373740E-04  -0.400517E+02   0.296776E-08   0.197738E-05  -0.104577E-06
  1434   0.788622E+03   0.110546E+02   0.372886E-04  -0.393697E+02   0.296402E-08   0.197303E-05  -0.102056E-06
  1435   0.788366E+03   0.109442E+02   0.372035E-04  -0.386835E+02   0.296029E-08   0.196858E-05  -0.995338E-07
  1436   0.788112E+03   0.108373E+02   0.371188E-04  -0.379937E+02   0.295656E-08   0.196404E-05  -0.970113E-07
  1437   0.787712E+03   0.107340E+02   0.370345E-04  -0.372981E+02   0.295284E-08   0.195941E-05  -0.944886E-07
  1438   0.787314E+03   0.106327E+02   0.369505E-04  -0.366004E+02   0.294913E-08   0.195469E-05  -0.919658E-07
  1439   0.786844E+03   0.105357E+02   0.368670E-04  -0.358969E+02   0.294542E-08   0.194987E-05  -0.894434E-07
  1440   0.786375E+03   0.104415E+02   0.367839E-04  -0.351913E+02   0.294172E-08   0.194497E-05  -0.869216E-07
  1441   0.785835E+03   0.103501E+02   0.367013E-04  -0.344835E+02   0.293803E-08   0.193998E-05  -0.844007E-07
  1442   0.785222E+03   0.102622E+02   0.366191E-04  -0.337721E+02   0.293434E-08   0.193490E-05  -0.818808E-07
  1443   0.784536E+03   0.101786E+02   0.365374E-04  -0.330571E+02   0.293066E-08   0.192973E-05  -0.793624E-07
  1444   0.783852E+03   0.100971E+02   0.364562E-04  -0.323406E+02   0.292699E-08   0.192448E-05  -0.768457E-07
  1445   0.783022E+03   0.100198E+02   0.363755E-04  -0.316226E+02   0.292332E-08   0.191914E-05  -0.743309E-07
  1446   0.782267E+03   0.994466E+01   0.362953E-04  -0.309017E+02   0.291966E-08   0.191371E-05  -0.718183E-07
  1447   0.781291E+03   0.987378E+01   0.362157E-04  -0.301777E+02   0.291601E-08   0.190819E-05  -0.693082E-07
  1448   0.780391E+03   0.980644E+01   0.361366E-04  -0.294553E+02   0.291236E-08   0.190259E-05  -0.668010E-07
  1449   0.779419E+03   0.974116E+01   0.360581E-04  -0.287306E+02   0.290872E-08   0.189691E-05  -0.642967E-07
  1450   0.778373E+03   0.968018E+01   0.359802E-04  -0.280050E+02   0.290508E-08   0.189114E-05  -0.617958E-07
  1451   0.777329E+03   0.962276E+01   0.359028E-04  -0.272802E+02   0.290145E-08   0.188529E-05  -0.592985E-07
  1452   0.776137E+03   0.956814E+01   0.358261E-04  -0.265560E+02   0.289783E-08   0.187935E-05  -0.568051E-07
  1453   0.774947E+03   0.951709E+01   0.357499E-04  -0.258303E+02   0.289421E-08   0.187334E-05  -0.543157E-07
  1454   0.773758E+03   0.946960E+01   0.356743E-04  -0.251045E+02   0.289060E-08   0.186724E-05  -0.518306E-07
  1455   0.772496E+03   0.942494E+01   0.355993E-04  -0.243801E+02   0.288700E-08   0.186107E-05  -0.493501E-07
