#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   178   0.506765E+04  -0.351688E+02   0.174091E-03  -0.351688E+02   0.781558E+00  -0.627874E-06   0.174091E-03  -0.627874E-06   0.580019E-07
   179   0.509047E+04  -0.344642E+02   0.172576E-03  -0.344642E+02   0.771277E+00  -0.618417E-06   0.172576E-03  -0.618417E-06   0.576790E-07
   180   0.511298E+04  -0.337340E+02   0.171081E-03  -0.337340E+02   0.761156E+00  -0.608333E-06   0.171081E-03  -0.608333E-06   0.573589E-07
   181   0.513496E+04  -0.329782E+02   0.169606E-03  -0.329782E+02   0.751194E+00  -0.597657E-06   0.169606E-03  -0.597657E-06   0.570416E-07
   182   0.515648E+04  -0.321953E+02   0.168151E-03  -0.321953E+02   0.741464E+00  -0.586422E-06   0.168151E-03  -0.586422E-06   0.567270E-07
   183   0.517748E+04  -0.313868E+02   0.166714E-03  -0.313868E+02   0.731892E+00  -0.574661E-06   0.166714E-03  -0.574661E-06   0.564153E-07
   184   0.519810E+04  -0.305520E+02   0.165295E-03  -0.305520E+02   0.722550E+00  -0.562408E-06   0.165295E-03  -0.562408E-06   0.561062E-07
   185   0.521827E+04  -0.296930E+02   0.163895E-03  -0.296930E+02   0.713587E+00  -0.549697E-06   0.163895E-03  -0.549697E-06   0.557999E-07
   186   0.523762E+04  -0.288070E+02   0.162511E-03  -0.288070E+02   0.704860E+00  -0.536560E-06   0.162511E-03  -0.536560E-06   0.554962E-07
   187   0.525681E+04  -0.278954E+02   0.161144E-03  -0.278954E+02   0.696511E+00  -0.523031E-06   0.161144E-03  -0.523031E-06   0.551951E-07
   188   0.527548E+04  -0.269596E+02   0.159793E-03  -0.269596E+02   0.688522E+00  -0.509144E-06   0.159793E-03  -0.509144E-06   0.548967E-07
   189   0.529356E+04  -0.259983E+02   0.158458E-03  -0.259983E+02   0.680931E+00  -0.494932E-06   0.158458E-03  -0.494932E-06   0.546008E-07
   190   0.531148E+04  -0.250137E+02   0.157138E-03  -0.250137E+02   0.673789E+00  -0.480428E-06   0.157138E-03  -0.480428E-06   0.543074E-07
   191   0.532852E+04  -0.240027E+02   0.155832E-03  -0.240027E+02   0.667118E+00  -0.465667E-06   0.155832E-03  -0.465667E-06   0.540166E-07
   192   0.534518E+04  -0.229677E+02   0.154540E-03  -0.229677E+02   0.660938E+00  -0.450681E-06   0.154540E-03  -0.450681E-06   0.537283E-07
   193   0.536124E+04  -0.219100E+02   0.153262E-03  -0.219100E+02   0.655294E+00  -0.435503E-06   0.153262E-03  -0.435503E-06   0.534424E-07
   194   0.537694E+04  -0.208275E+02   0.151996E-03  -0.208275E+02   0.650214E+00  -0.420168E-06   0.151996E-03  -0.420168E-06   0.531589E-07
   195   0.539205E+04  -0.197225E+02   0.150743E-03  -0.197225E+02   0.645736E+00  -0.404709E-06   0.150743E-03  -0.404709E-06   0.528779E-07
   196   0.540656E+04  -0.185941E+02   0.149502E-03  -0.185941E+02   0.641894E+00  -0.389159E-06   0.149502E-03  -0.389159E-06   0.525992E-07
   197   0.542064E+04  -0.174439E+02   0.148271E-03  -0.174439E+02   0.638734E+00  -0.373552E-06   0.148271E-03  -0.373552E-06   0.523228E-07
   198   0.543420E+04  -0.162711E+02   0.147052E-03  -0.162711E+02   0.636276E+00  -0.357920E-06   0.147052E-03  -0.357920E-06   0.520488E-07
   199   0.544724E+04  -0.150765E+02   0.145843E-03  -0.150765E+02   0.634557E+00  -0.342299E-06   0.145843E-03  -0.342299E-06   0.517770E-07
   200   0.545978E+04  -0.138608E+02   0.144643E-03  -0.138608E+02   0.633606E+00  -0.326720E-06   0.144643E-03  -0.326720E-06   0.515075E-07
   201   0.547172E+04  -0.126233E+02   0.143452E-03  -0.126233E+02   0.633481E+00  -0.311212E-06   0.143452E-03  -0.311212E-06   0.512402E-07
   202   0.548316E+04  -0.113654E+02   0.142271E-03  -0.113654E+02   0.634189E+00  -0.295780E-06   0.142271E-03  -0.295780E-06   0.509751E-07
   203   0.549400E+04  -0.100864E+02   0.141098E-03  -0.100864E+02   0.635788E+00  -0.280425E-06   0.141098E-03  -0.280425E-06   0.507122E-07
   204   0.550419E+04  -0.878930E+01   0.139935E-03  -0.878930E+01   0.638301E+00  -0.265145E-06   0.139935E-03  -0.265145E-06   0.504515E-07
   205   0.551386E+04  -0.747181E+01   0.138780E-03  -0.747181E+01   0.641770E+00  -0.249941E-06   0.138780E-03  -0.249941E-06   0.501929E-07
   206   0.552288E+04  -0.613520E+01   0.137634E-03  -0.613520E+01   0.646232E+00  -0.234813E-06   0.137634E-03  -0.234813E-06   0.499364E-07
   207   0.553137E+04  -0.477989E+01   0.136497E-03  -0.477989E+01   0.651708E+00  -0.219761E-06   0.136497E-03  -0.219761E-06   0.496821E-07
   208   0.553914E+04  -0.340640E+01   0.135369E-03  -0.340640E+01   0.658249E+00  -0.204783E-06   0.135369E-03  -0.204783E-06   0.494298E-07
   209   0.554631E+04  -0.201509E+01   0.134249E-03  -0.201509E+01   0.665877E+00  -0.189881E-06   0.134249E-03  -0.189881E-06   0.491796E-07
   210   0.555290E+04  -0.606836E+00   0.133138E-03  -0.606836E+00   0.674642E+00  -0.175054E-06   0.133138E-03  -0.175054E-06   0.489315E-07
   211   0.555889E+04   0.818305E+00   0.132035E-03   0.818305E+00   0.684574E+00  -0.160301E-06   0.132035E-03  -0.160301E-06   0.486854E-07
   212   0.556416E+04   0.225941E+01   0.130941E-03   0.225941E+01   0.695702E+00  -0.145624E-06   0.130941E-03  -0.145624E-06   0.484413E-07
   213   0.556890E+04   0.371654E+01   0.129856E-03   0.371654E+01   0.708068E+00  -0.131021E-06   0.129856E-03  -0.131021E-06   0.481992E-07
   214   0.557299E+04   0.518850E+01   0.128778E-03   0.518850E+01   0.721665E+00  -0.116492E-06   0.128778E-03  -0.116492E-06   0.479591E-07
   215   0.557648E+04   0.667455E+01   0.127710E-03   0.667455E+01   0.736685E+00  -0.102037E-06   0.127710E-03  -0.102037E-06   0.477209E-07
   216   0.557932E+04   0.817523E+01   0.126649E-03   0.817523E+01   0.752942E+00  -0.876565E-07   0.126649E-03  -0.876565E-07   0.474847E-07
   217   0.558164E+04   0.968854E+01   0.125597E-03   0.968854E+01   0.770589E+00  -0.733498E-07   0.125597E-03  -0.733498E-07   0.472504E-07
   218   0.558329E+04   0.112147E+02   0.124553E-03   0.112147E+02   0.789628E+00  -0.591168E-07   0.124553E-03  -0.591168E-07   0.470180E-07
   219   0.558436E+04   0.127547E+02   0.123517E-03   0.127547E+02   0.810056E+00  -0.449574E-07   0.123517E-03  -0.449574E-07   0.467875E-07
   220   0.558483E+04   0.143041E+02   0.122489E-03   0.143041E+02   0.832021E+00  -0.308713E-07   0.122489E-03  -0.308713E-07   0.465589E-07
   221   0.558472E+04   0.158652E+02   0.121469E-03   0.158652E+02   0.855448E+00  -0.168585E-07   0.121469E-03  -0.168585E-07   0.463321E-07
   222   0.558401E+04   0.174364E+02   0.120457E-03   0.174364E+02   0.880485E+00  -0.291873E-08   0.120457E-03  -0.291873E-08   0.461071E-07
   223   0.558257E+04   0.190185E+02   0.119453E-03   0.190185E+02   0.907056E+00   0.109481E-07   0.119453E-03   0.109481E-07   0.458839E-07
   224   0.558069E+04   0.206078E+02   0.118457E-03   0.206078E+02   0.935162E+00   0.247422E-07   0.118457E-03   0.247422E-07   0.456626E-07
   225   0.557814E+04   0.222073E+02   0.117469E-03   0.222073E+02   0.964948E+00   0.384637E-07   0.117469E-03   0.384637E-07   0.454430E-07
   226   0.557500E+04   0.238133E+02   0.116489E-03   0.238133E+02   0.996415E+00   0.521128E-07   0.116489E-03   0.521128E-07   0.452251E-07
   227   0.557120E+04   0.254273E+02   0.115516E-03   0.254273E+02   0.102956E+01   0.656896E-07   0.115516E-03   0.656896E-07   0.450090E-07
   228   0.556688E+04   0.270478E+02   0.114551E-03   0.270478E+02   0.106439E+01   0.791943E-07   0.114551E-03   0.791943E-07   0.447946E-07
   229   0.556197E+04   0.286733E+02   0.113593E-03   0.286733E+02   0.110096E+01   0.926271E-07   0.113593E-03   0.926271E-07   0.445819E-07
   230   0.555639E+04   0.303046E+02   0.112643E-03   0.303046E+02   0.113929E+01   0.105988E-06   0.112643E-03   0.105988E-06   0.443709E-07
   231   0.555015E+04   0.319410E+02   0.111701E-03   0.319410E+02   0.117944E+01   0.119277E-06   0.111701E-03   0.119277E-06   0.441615E-07
   232   0.554339E+04   0.335809E+02   0.110766E-03   0.335809E+02   0.122135E+01   0.132495E-06   0.110766E-03   0.132495E-06   0.439538E-07
   233   0.553604E+04   0.352230E+02   0.109839E-03   0.352230E+02   0.126522E+01   0.145642E-06   0.109839E-03   0.145642E-06   0.437477E-07
   234   0.552795E+04   0.368679E+02   0.108919E-03   0.368679E+02   0.131091E+01   0.158717E-06   0.108919E-03   0.158717E-06   0.435432E-07
   235   0.551934E+04   0.385141E+02   0.108006E-03   0.385141E+02   0.135850E+01   0.171722E-06   0.108006E-03   0.171722E-06   0.433403E-07
   236   0.551006E+04   0.401618E+02   0.107100E-03   0.401618E+02   0.140799E+01   0.184655E-06   0.107100E-03   0.184655E-06   0.431389E-07
   237   0.550020E+04   0.418094E+02   0.106202E-03   0.418094E+02   0.145944E+01   0.197518E-06   0.106202E-03   0.197518E-06   0.429391E-07
   238   0.548974E+04   0.434569E+02   0.105310E-03   0.434569E+02   0.151293E+01   0.210311E-06   0.105310E-03   0.210311E-06   0.427409E-07
   239   0.547876E+04   0.451036E+02   0.104426E-03   0.451036E+02   0.156832E+01   0.223033E-06   0.104426E-03   0.223033E-06   0.425441E-07
   240   0.546704E+04   0.467473E+02   0.103549E-03   0.467473E+02   0.162567E+01   0.235685E-06   0.103549E-03   0.235685E-06   0.423488E-07
   241   0.545488E+04   0.483888E+02   0.102679E-03   0.483888E+02   0.168513E+01   0.248267E-06   0.102679E-03   0.248267E-06   0.421550E-07
   242   0.544212E+04   0.500272E+02   0.101816E-03   0.500272E+02   0.174655E+01   0.260779E-06   0.101816E-03   0.260779E-06   0.419627E-07
   243   0.542877E+04   0.516611E+02   0.100959E-03   0.516611E+02   0.181009E+01   0.273221E-06   0.100959E-03   0.273221E-06   0.417717E-07
   244   0.541483E+04   0.532913E+02   0.100110E-03   0.532913E+02   0.187566E+01   0.285594E-06   0.100110E-03   0.285594E-06   0.415822E-07
   245   0.540030E+04   0.549149E+02   0.992671E-04   0.549149E+02   0.194334E+01   0.297897E-06   0.992671E-04   0.297897E-06   0.413941E-07
   246   0.538524E+04   0.565332E+02   0.984311E-04   0.565332E+02   0.201313E+01   0.310131E-06   0.984311E-04   0.310131E-06   0.412074E-07
   247   0.536967E+04   0.581442E+02   0.976017E-04   0.581442E+02   0.208495E+01   0.322296E-06   0.976017E-04   0.322296E-06   0.410220E-07
   248   0.535350E+04   0.597477E+02   0.967790E-04   0.597477E+02   0.215918E+01   0.334393E-06   0.967790E-04   0.334393E-06   0.408380E-07
   249   0.533688E+04   0.613432E+02   0.959628E-04   0.613432E+02   0.223528E+01   0.346420E-06   0.959628E-04   0.346420E-06   0.406553E-07
   250   0.531967E+04   0.629290E+02   0.951531E-04   0.629290E+02   0.231372E+01   0.358379E-06   0.951531E-04   0.358379E-06   0.404739E-07
   251   0.530202E+04   0.645060E+02   0.943499E-04   0.645060E+02   0.239418E+01   0.370270E-06   0.943499E-04   0.370270E-06   0.402938E-07
   252   0.528370E+04   0.660726E+02   0.935531E-04   0.660726E+02   0.247690E+01   0.382093E-06   0.935531E-04   0.382093E-06   0.401149E-07
   253   0.526508E+04   0.676275E+02   0.927626E-04   0.676275E+02   0.256165E+01   0.393848E-06   0.927626E-04   0.393848E-06   0.399373E-07
   254   0.524586E+04   0.691705E+02   0.919784E-04   0.691705E+02   0.264872E+01   0.405538E-06   0.919784E-04   0.405538E-06   0.397610E-07
   255   0.522613E+04   0.707018E+02   0.912004E-04   0.707018E+02   0.273783E+01   0.417162E-06   0.912004E-04   0.417162E-06   0.395859E-07
   256   0.520595E+04   0.722214E+02   0.904287E-04   0.722214E+02   0.282934E+01   0.428721E-06   0.904287E-04   0.428721E-06   0.394121E-07
   257   0.518532E+04   0.737210E+02   0.896630E-04   0.737210E+02   0.292281E+01   0.440216E-06   0.896630E-04   0.440216E-06   0.392395E-07
   258   0.516418E+04   0.752134E+02   0.889034E-04   0.752134E+02   0.301861E+01   0.451647E-06   0.889034E-04   0.451647E-06   0.390680E-07
   259   0.514259E+04   0.766836E+02   0.881498E-04   0.766836E+02   0.311659E+01   0.463016E-06   0.881498E-04   0.463016E-06   0.388978E-07
   260   0.512063E+04   0.781465E+02   0.874021E-04   0.781465E+02   0.321676E+01   0.474322E-06   0.874021E-04   0.474322E-06   0.387288E-07
   261   0.509814E+04   0.795800E+02   0.866604E-04   0.795800E+02   0.331904E+01   0.485567E-06   0.866604E-04   0.485567E-06   0.385610E-07
   262   0.507514E+04   0.810062E+02   0.859245E-04   0.810062E+02   0.342365E+01   0.496752E-06   0.859245E-04   0.496752E-06   0.383943E-07
   263   0.505199E+04   0.824177E+02   0.851943E-04   0.824177E+02   0.353037E+01   0.507876E-06   0.851943E-04   0.507876E-06   0.382288E-07
   264   0.502825E+04   0.838072E+02   0.844699E-04   0.838072E+02   0.363927E+01   0.518941E-06   0.844699E-04   0.518941E-06   0.380644E-07
   265   0.500398E+04   0.851673E+02   0.837512E-04   0.851673E+02   0.375029E+01   0.529948E-06   0.837512E-04   0.529948E-06   0.379012E-07
   266   0.497942E+04   0.865201E+02   0.830380E-04   0.865201E+02   0.386364E+01   0.540896E-06   0.830380E-04   0.540896E-06   0.377391E-07
   267   0.495434E+04   0.878435E+02   0.823305E-04   0.878435E+02   0.397896E+01   0.551788E-06   0.823305E-04   0.551788E-06   0.375782E-07
   268   0.492889E+04   0.891523E+02   0.816284E-04   0.891523E+02   0.409662E+01   0.562623E-06   0.816284E-04   0.562623E-06   0.374183E-07
   269   0.490292E+04   0.904391E+02   0.809317E-04   0.904391E+02   0.421631E+01   0.573402E-06   0.809317E-04   0.573402E-06   0.372596E-07
   270   0.487673E+04   0.917039E+02   0.802405E-04   0.917039E+02   0.433812E+01   0.584127E-06   0.802405E-04   0.584127E-06   0.371019E-07
   271   0.485009E+04   0.929467E+02   0.795546E-04   0.929467E+02   0.446197E+01   0.594796E-06   0.795546E-04   0.594796E-06   0.369453E-07
   272   0.482323E+04   0.941601E+02   0.788739E-04   0.941601E+02   0.458816E+01   0.605413E-06   0.788739E-04   0.605413E-06   0.367898E-07
   273   0.479593E+04   0.953590E+02   0.781985E-04   0.953590E+02   0.471610E+01   0.615976E-06   0.781985E-04   0.615976E-06   0.366354E-07
   274   0.476833E+04   0.965211E+02   0.775282E-04   0.965211E+02   0.484638E+01   0.626487E-06   0.775282E-04   0.626487E-06   0.364820E-07
   275   0.474035E+04   0.976687E+02   0.768630E-04   0.976687E+02   0.497848E+01   0.636946E-06   0.768630E-04   0.636946E-06   0.363296E-07
   276   0.471216E+04   0.987795E+02   0.762029E-04   0.987795E+02   0.511262E+01   0.647355E-06   0.762029E-04   0.647355E-06   0.361783E-07
   277   0.468352E+04   0.998759E+02   0.755478E-04   0.998759E+02   0.524881E+01   0.657713E-06   0.755478E-04   0.657713E-06   0.360280E-07
   278   0.465466E+04   0.100935E+03   0.748976E-04   0.100935E+03   0.538696E+01   0.668023E-06   0.748976E-04   0.668023E-06   0.358787E-07
   279   0.462550E+04   0.101966E+03   0.742523E-04   0.101966E+03   0.552702E+01   0.678283E-06   0.742523E-04   0.678283E-06   0.357303E-07
   280   0.459605E+04   0.102982E+03   0.736118E-04   0.102982E+03   0.566898E+01   0.688495E-06   0.736118E-04   0.688495E-06   0.355830E-07
   281   0.456645E+04   0.103961E+03   0.729761E-04   0.103961E+03   0.581290E+01   0.698660E-06   0.729761E-04   0.698660E-06   0.354367E-07
   282   0.453640E+04   0.104911E+03   0.723450E-04   0.104911E+03   0.595851E+01   0.708778E-06   0.723450E-04   0.708778E-06   0.352913E-07
   283   0.450620E+04   0.105831E+03   0.717187E-04   0.105831E+03   0.610602E+01   0.718851E-06   0.717187E-04   0.718851E-06   0.351469E-07
   284   0.447579E+04   0.106722E+03   0.710969E-04   0.106722E+03   0.625535E+01   0.728878E-06   0.710969E-04   0.728878E-06   0.350034E-07
   285   0.444515E+04   0.107585E+03   0.704797E-04   0.107585E+03   0.640651E+01   0.738861E-06   0.704797E-04   0.738861E-06   0.348609E-07
   286   0.441422E+04   0.108410E+03   0.698669E-04   0.108410E+03   0.655934E+01   0.748800E-06   0.698669E-04   0.748800E-06   0.347193E-07
   287   0.438306E+04   0.109214E+03   0.692586E-04   0.109214E+03   0.671386E+01   0.758695E-06   0.692586E-04   0.758695E-06   0.345786E-07
   288   0.435176E+04   0.109981E+03   0.686547E-04   0.109981E+03   0.687006E+01   0.768549E-06   0.686547E-04   0.768549E-06   0.344388E-07
   289   0.432023E+04   0.110719E+03   0.680550E-04   0.110719E+03   0.702787E+01   0.778360E-06   0.680550E-04   0.778360E-06   0.342999E-07
   290   0.428856E+04   0.111427E+03   0.674597E-04   0.111427E+03   0.718713E+01   0.788131E-06   0.674597E-04   0.788131E-06   0.341619E-07
   291   0.425674E+04   0.112092E+03   0.668685E-04   0.112092E+03   0.734860E+01   0.797861E-06   0.668685E-04   0.797861E-06   0.340248E-07
   292   0.422448E+04   0.112735E+03   0.662815E-04   0.112735E+03   0.751115E+01   0.807552E-06   0.662815E-04   0.807552E-06   0.338885E-07
   293   0.419236E+04   0.113334E+03   0.656985E-04   0.113334E+03   0.767442E+01   0.817204E-06   0.656985E-04   0.817204E-06   0.337531E-07
   294   0.415995E+04   0.113911E+03   0.651196E-04   0.113911E+03   0.783990E+01   0.826818E-06   0.651196E-04   0.826818E-06   0.336186E-07
   295   0.412762E+04   0.114444E+03   0.645447E-04   0.114444E+03   0.800610E+01   0.836394E-06   0.645447E-04   0.836394E-06   0.334848E-07
   296   0.409499E+04   0.114948E+03   0.639737E-04   0.114948E+03   0.817450E+01   0.845933E-06   0.639737E-04   0.845933E-06   0.333519E-07
   297   0.406229E+04   0.115423E+03   0.634065E-04   0.115423E+03   0.834287E+01   0.855437E-06   0.634065E-04   0.855437E-06   0.332199E-07
   298   0.402936E+04   0.115854E+03   0.628432E-04   0.115854E+03   0.851346E+01   0.864905E-06   0.628432E-04   0.864905E-06   0.330886E-07
   299   0.399644E+04   0.116249E+03   0.622836E-04   0.116249E+03   0.868551E+01   0.874338E-06   0.622836E-04   0.874338E-06   0.329581E-07
   300   0.396337E+04   0.116607E+03   0.617277E-04   0.116607E+03   0.885754E+01   0.883737E-06   0.617277E-04   0.883737E-06   0.328284E-07
   301   0.393023E+04   0.116936E+03   0.611755E-04   0.116936E+03   0.903103E+01   0.893103E-06   0.611755E-04   0.893103E-06   0.326995E-07
   302   0.389709E+04   0.117236E+03   0.606269E-04   0.117236E+03   0.920525E+01   0.902429E-06   0.606269E-04   0.902429E-06   0.325713E-07
   303   0.386388E+04   0.117492E+03   0.600819E-04   0.117492E+03   0.938093E+01   0.911713E-06   0.600819E-04   0.911713E-06   0.324439E-07
   304   0.383059E+04   0.117704E+03   0.595406E-04   0.117704E+03   0.955809E+01   0.920949E-06   0.595406E-04   0.920949E-06   0.323173E-07
   305   0.379730E+04   0.117887E+03   0.590030E-04   0.117887E+03   0.973523E+01   0.930131E-06   0.590030E-04   0.930131E-06   0.321914E-07
   306   0.376394E+04   0.118034E+03   0.584690E-04   0.118034E+03   0.991311E+01   0.939256E-06   0.584690E-04   0.939256E-06   0.320662E-07
   307   0.373058E+04   0.118136E+03   0.579387E-04   0.118136E+03   0.100917E+02   0.948318E-06   0.579387E-04   0.948318E-06   0.319418E-07
   308   0.369722E+04   0.118217E+03   0.574120E-04   0.118217E+03   0.102725E+02   0.957312E-06   0.574120E-04   0.957312E-06   0.318181E-07
   309   0.366394E+04   0.118247E+03   0.568890E-04   0.118247E+03   0.104526E+02   0.966233E-06   0.568890E-04   0.966233E-06   0.316952E-07
   310   0.363058E+04   0.118247E+03   0.563696E-04   0.118247E+03   0.106327E+02   0.975076E-06   0.563696E-04   0.975076E-06   0.315730E-07
   311   0.359729E+04   0.118203E+03   0.558540E-04   0.118203E+03   0.108150E+02   0.983836E-06   0.558540E-04   0.983836E-06   0.314515E-07
   312   0.356408E+04   0.118130E+03   0.553420E-04   0.118130E+03   0.109965E+02   0.992509E-06   0.553420E-04   0.992509E-06   0.313307E-07
   313   0.353087E+04   0.118014E+03   0.548337E-04   0.118014E+03   0.111788E+02   0.100109E-05   0.548337E-04   0.100109E-05   0.312106E-07
   314   0.349773E+04   0.117867E+03   0.543290E-04   0.117867E+03   0.113618E+02   0.100957E-05   0.543290E-04   0.100957E-05   0.310912E-07
   315   0.346467E+04   0.117677E+03   0.538281E-04   0.117677E+03   0.115441E+02   0.101795E-05   0.538281E-04   0.101795E-05   0.309726E-07
   316   0.343167E+04   0.117450E+03   0.533309E-04   0.117450E+03   0.117271E+02   0.102623E-05   0.533309E-04   0.102623E-05   0.308546E-07
   317   0.339875E+04   0.117187E+03   0.528373E-04   0.117187E+03   0.119094E+02   0.103439E-05   0.528373E-04   0.103439E-05   0.307372E-07
   318   0.336591E+04   0.116887E+03   0.523474E-04   0.116887E+03   0.120932E+02   0.104243E-05   0.523474E-04   0.104243E-05   0.306206E-07
